-3.673015056289454794e+00,-2.170735091090670643e+00,-3.844532259580494049e+00,-1.021727566097945461e+00,-8.712698854217599376e+00,-1.737843057654967893e+01,-1.120876871224354687e+01,-4.066083460969772467e+00,-6.130423133970971605e+00,-3.111867202055404125e+00,-1.195089908247094357e+01,-6.619871014993336189e+00,-2.008465926979065941e+01,-4.052110029722294371e+01,-2.022989162028341070e+01,-2.916538580695313243e+01
-3.453817796627677517e+00,-1.754877398888755380e+00,-3.856928508321811666e+00,-6.968405665911836522e-01,-8.470603834533473986e+00,-1.706839882571464528e+01,-1.123321091531838967e+01,-4.027930034235733814e+00,-6.178548459197026332e+00,-3.154003898054931643e+00,-1.188577736223985326e+01,-6.549655684695297353e+00,-2.027321357569122284e+01,-4.080800620478157725e+01,-2.002852569562212892e+01,-2.891221811421323906e+01
-3.271970910651481823e+00,-1.384466165111509106e+00,-3.919711102836962890e+00,-4.450790570445665173e-01,-8.262571141855108436e+00,-1.682593768504535703e+01,-1.132662126656089008e+01,-3.993344521858326779e+00,-6.330815563322021333e+00,-3.283536501789936057e+00,-1.190966108894596687e+01,-6.529008326660928674e+00,-2.033808573613854165e+01,-4.124120342442481046e+01,-1.986006636240256995e+01,-2.870695533027395641e+01
-3.132599958292145992e+00,-1.074730599378239226e+00,-4.026947083378413339e+00,-2.688718378267116460e-01,-8.096429446277769060e+00,-1.665377823323370876e+01,-1.149054277715909578e+01,-3.969520337109674557e+00,-6.587720298090067317e+00,-3.500487712616036973e+00,-1.202725460214435493e+01,-6.568380452104875644e+00,-2.029770308328586736e+01,-4.180105506500139967e+01,-1.973185942773530499e+01,-2.856112082402711039e+01
-3.038583423219848534e+00,-8.394276137976226515e-01,-4.170576047082145799e+00,-1.678884818780203014e-01,-7.978887240620219146e+00,-1.655041615512766384e+01,-1.172285885906597613e+01,-3.964605331194688276e+00,-6.946866108814358398e+00,-3.801545196804611670e+00,-1.223957386661348679e+01,-6.677713744138028318e+00,-2.017638972623118221e+01,-4.246220558033603254e+01,-1.965064225594226599e+01,-2.848518201046683629e+01
-2.990384926003848864e+00,-6.901430789616385120e-01,-4.340834457063984075e+00,-1.391620473363575083e-01,-7.915165689720603304e+00,-1.651013299321987660e+01,-1.201777914006877523e+01,-3.987396135356826576e+00,-7.402798501056969016e+00,-4.180055280444396004e+00,-1.254378912369123356e+01,-6.865854350779925674e+00,-2.000285052296871413e+01,-4.319461064687987317e+01,-1.962214970507507061e+01,-2.848770832997371727e+01
-2.986134376221679876e+00,-6.356822070241161526e-01,-4.526854106166181779e+00,-1.774967788829812099e-01,-7.908732970890951286e+00,-1.652328948050994839e+01,-1.236594456508387907e+01,-4.046931579718273220e+00,-7.947092843701389242e+00,-4.626134127636924553e+00,-1.293334012975230429e+01,-7.139927697534225182e+00,-1.980852910125604893e+01,-4.396574963519713464e+01,-1.965086752496926437e+01,-2.857513235587245504e+01
-3.021700567603838650e+00,-6.814745066862570866e-01,-4.717127141809406510e+00,-2.757434326205738806e-01,-7.960958607103884255e+00,-1.657679281169249919e+01,-1.275487805358160642e+01,-4.151964734146345926e+00,-8.568368073159225773e+00,-5.126946342502110454e+00,-1.339806894224943079e+01,-7.504718798209602859e+00,-1.962557164497680162e+01,-4.474174154406462378e+01,-1.973953730707605558e+01,-2.875079611747519692e+01
-3.090937431024477711e+00,-8.291396245307753876e-01,-4.900103759683078763e+00,-4.252903795054885361e-01,-8.070937733194000430e+00,-1.665483378984632168e+01,-1.316954199889805821e+01,-4.310405510679649055e+00,-9.252527613753819935e+00,-5.667148268343871642e+00,-1.392460976746105672e+01,-7.962062005351844718e+00,-1.948484668318342727e+01,-4.548915284905063317e+01,-1.988894631206858321e+01,-2.901459380471940008e+01
-3.186026920335374157e+00,-1.076199990553141861e+00,-5.064706119821765995e+00,-6.165018393469094971e-01,-8.235363677840837227e+00,-1.673973686308951159e+01,-1.359315128748413670e+01,-4.528706015439887267e+00,-9.983023889652432814e+00,-6.229433936283649942e+00,-1.449686005090072527e+01,-8.510297263767931497e+00,-1.941392950716119614e+01,-4.617630152155508227e+01,-2.009757203092494393e+01,-2.936239872557667852e+01
