6.252617807466598343e-01,-3.096429821586336839e+00,-6.151665247138144110e+00,-3.620689308108978377e+00,-4.696017652740091641e+00,2.793336440863230852e+00,3.429309451678144605e+00,-8.531295430367258348e-01,-3.985522826241386873e+00,-7.145902572003761222e+00,-1.064373848248362009e+01,8.148088027039923631e-01,-2.202749090166788548e+01,-1.336661186367242315e+01,-1.523161751553895193e+01,-9.060106847277292985e+00
-6.164157796109348553e-02,-3.745030033825056393e+00,-6.700238108336700193e+00,-4.507090109695219837e+00,-5.392545719201456755e+00,2.235269739536691169e+00,2.744293834199596382e+00,-7.924145084050437937e-01,-4.455173842613060486e+00,-7.354249585120879118e+00,-1.075940050563279549e+01,9.815729663579260134e-01,-2.174292695135144626e+01,-1.391008179424590097e+01,-1.487966931640360357e+01,-8.937435437617489598e+00
-6.612316927416692636e-01,-4.380417323253069206e+00,-7.228612218961638192e+00,-5.392632215115259697e+00,-6.061920595866862271e+00,1.648444395937074258e+00,2.031430356494424494e+00,-7.406922627813479210e-01,-4.992563029525707741e+00,-7.594497944181231475e+00,-1.084995727100576701e+01,1.123123247999812779e+00,-2.143422497699997820e+01,-1.450912228187863207e+01,-1.453288806384426657e+01,-8.822272861062820937e+00
-1.166307575528466423e+00,-4.987314258127531374e+00,-7.723204891830186547e+00,-6.255537051195694254e+00,-6.686228253458711634e+00,1.054398365298958140e+00,1.310845133472823942e+00,-7.006877865765287483e-01,-5.581879732105745617e+00,-7.867881326430460120e+00,-1.091535131804922187e+01,1.235259214704172326e+00,-2.111627980076505651e+01,-1.514684580702584782e+01,-1.420820412744869365e+01,-8.722359230099037575e+00
-1.576195431824660265e+00,-5.551632782073445682e+00,-8.174264987159185480e+00,-7.076058469710778454e+00,-7.249851456422144125e+00,4.733947254223274115e-01,6.027457742383399708e-01,-6.746127429674566578e-01,-6.205789950896150486e+00,-8.174346351542139288e+00,-1.095709422310093650e+01,1.314536549286499767e+00,-2.080480839337942811e+01,-1.580483503485801222e+01,-1.392314561908982462e+01,-8.645410523163974403e+00
-1.896204564540695081e+00,-6.060781230609477710e+00,-8.576045792536003631e+00,-7.836973156198736135e+00,-7.740049235592483257e+00,-7.625238201486306266e-02,-7.266122825102794280e-02,-6.635031334075676135e-01,-6.846265463912331484e+00,-8.512318720386085502e+00,-1.097827284608153775e+01,1.359270345294046001e+00,-2.051618631004141236e+01,-1.646441656666670639e+01,-1.369610617091779403e+01,-8.598914456621697511e+00
-2.136758545362792638e+00,-6.504084677995363606e+00,-8.927100445804484252e+00,-8.524293195726114547e+00,-8.147867519543858350e+00,-5.794046323418755584e-01,-6.966016759149147308e-01,-6.676743372047349023e-01,-7.485543467928450490e+00,-8.878734400731305598e+00,-1.098297523031600953e+01,1.368891436707764253e+00,-2.026608650868490002e+01,-1.710720408049180463e+01,-1.354429856702069301e+01,-8.589421707209170975e+00
-2.312139064433933910e+00,-6.872916025962025444e+00,-9.229436642442108152e+00,-9.127425777557704123e+00,-8.468075811557225663e+00,-1.024139615564361394e+00,-1.251952748011151417e+00,-6.861146547725798239e-01,-8.106464168342794707e+00,-9.268051502013916476e+00,-1.097535279665337171e+01,1.344853887052286145e+00,-2.006842620607259420e+01,-1.771545097123609835e+01,-1.348270490782681641e+01,-8.621679847572330857e+00
-2.439155523172824580e+00,-7.160900117600663251e+00,-9.488069698267111107e+00,-9.639464603303180112e+00,-8.699163408841645406e+00,-1.402199279278338206e+00,-1.724627322848981459e+00,-7.170932838400050358e-01,-8.692661430473572537e+00,-9.671199449643513191e+00,-1.095776937371182314e+01,1.290051452249440844e+00,-1.993268247493935874e+01,-1.827118267495360016e+01,-1.351981399272982820e+01,-8.697017152306283805e+00
-2.535876321074897355e+00,-7.364077185362629230e+00,-9.710867411012777950e+00,-1.005719861884513477e+01,-8.843869167519908814e+00,-1.709594032821346588e+00,-2.103709676870030520e+00,-7.578744381627356974e-01,-9.230373344116012291e+00,-1.007784150816118540e+01,-1.093245481401598163e+01,1.208829840966559876e+00,-1.986554687168901978e+01,-1.875905520929327253e+01,-1.366065405089817553e+01,-8.814633675319097250e+00
-2.620174067387923245e+00,-7.480965702802678585e+00,-9.907389285727068895e+00,-1.038090295150772846e+01,-8.908487360414861556e+00,-1.946319588146428803e+00,-2.382427377127201762e+00,-8.052404888763535773e-01,-9.708169449851284938e+00,-1.047528985171201477e+01,-1.089966721730411159e+01,1.106521929852873454e+00,-1.986861430012367080e+01,-1.916505293938205767e+01,-1.390297641506880311e+01,-8.970099853306622961e+00
-2.708533057701993485e+00,-7.512526309960348314e+00,-1.008816628672773952e+01,-1.061399674573982921e+01,-8.902614756480531355e+00,-2.116279158787027104e+00,-2.557968503244656855e+00,-8.554102906589347022e-01,-1.011784756528653872e+01,-1.084999614751660246e+01,-1.085857228748912284e+01,9.894353092293837193e-01,-1.993945827146434269e+01,-1.947808874647932953e+01,-1.423930099209158762e+01,-9.156231331481082591e+00
-2.815040179695014189e+00,-7.462107152137159360e+00,-1.026389827771144425e+01,-1.076275742636827282e+01,-8.838478142258571424e+00,-2.226917354699941232e+00,-2.632164740825190474e+00,-9.046640418908843406e-01,-1.045467266494711822e+01,-1.118803649149618806e+01,-1.080685011857774569e+01,8.639942404547400479e-01,-2.007096395709876191e+01,-1.968971218481754804e+01,-1.465561844137410752e+01,-9.362877640846525296e+00
